[2024-05-27T00:13:57.619416656Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:6058
[2024-05-27T00:13:57.639873639Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5153, 10.10.2.1:5947) is now validated
[2024-05-27T00:13:57.640262448Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6868, 10.10.1.1:4475) is now validated
[2024-05-27T00:13:57.640336557Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6870, 10.10.2.1:4725) is now validated
[2024-05-27T00:13:57.640353599Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5848, 10.10.2.1:4973) is now validated
[2024-05-27T00:13:57.640420334Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5196, 10.10.1.1:5003) is now validated
[2024-05-27T00:13:57.640686152Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6172, 10.10.1.1:6475) is now validated
[2024-05-27T00:13:57.640733791Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5541, 10.10.2.1:5934) is now validated
[2024-05-27T00:13:57.640900644Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4602, 10.10.2.1:4673) is now validated
[2024-05-27T00:13:57.640925240Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4462, 10.10.1.1:6079) is now validated
[2024-05-27T00:13:57.641084629Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6681, 10.10.1.1:6780) is now validated
[2024-05-27T00:14:17.632379796Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6058 <-> 10.10.1.1:4433 received in 20.012613856s
[2024-05-27T00:14:17.632430010Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6058 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 3747546556, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-27T00:14:17.640732690Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5153 <-> 10.10.2.1:5947 received in 20.021247116s
[2024-05-27T00:14:17.640741617Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5153 <-> 10.10.2.1:5947 app_conn: McMPQUICConnClient { received: 4595383656, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-27T00:14:17.641104247Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6870 <-> 10.10.2.1:4725 received in 20.021465315s
[2024-05-27T00:14:17.641129014Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6870 <-> 10.10.2.1:4725 app_conn: McMPQUICConnClient { received: 3775376480, stream_ids: {15}, recv_fin_ids: {15}, expected_streams: 1 }
[2024-05-27T00:14:17.641150303Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6172 <-> 10.10.1.1:6475 received in 20.021358043s
[2024-05-27T00:14:17.641067137Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5196 <-> 10.10.1.1:5003 received in 20.021293472s
[2024-05-27T00:14:17.641176994Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6172 <-> 10.10.1.1:6475 app_conn: McMPQUICConnClient { received: 4483269336, stream_ids: {27}, recv_fin_ids: {27}, expected_streams: 1 }
[2024-05-27T00:14:17.641197572Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5196 <-> 10.10.1.1:5003 app_conn: McMPQUICConnClient { received: 3979749580, stream_ids: {23}, recv_fin_ids: {23}, expected_streams: 1 }
