[2024-05-27T00:21:10.610314263Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:4761
[2024-05-27T00:21:10.630661822Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4527, 10.10.2.1:5084) is now validated
[2024-05-27T00:21:10.630916940Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5097, 10.10.1.1:6103) is now validated
[2024-05-27T00:21:10.630916920Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4676, 10.10.2.1:5421) is now validated
[2024-05-27T00:21:10.631110553Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5618, 10.10.1.1:6947) is now validated
[2024-05-27T00:21:10.631251498Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4767, 10.10.1.1:5937) is now validated
[2024-05-27T00:21:10.631336938Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5613, 10.10.2.1:6986) is now validated
[2024-05-27T00:21:10.631727611Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5888, 10.10.2.1:6867) is now validated
[2024-05-27T00:21:10.631815115Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4909, 10.10.1.1:6624) is now validated
[2024-05-27T00:21:10.631930661Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5986, 10.10.2.1:6170) is now validated
[2024-05-27T00:21:10.631935210Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5772, 10.10.2.1:5261) is now validated
[2024-05-27T00:21:10.631935190Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5596, 10.10.1.1:5592) is now validated
[2024-05-27T00:21:30.625097895Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4761 <-> 10.10.1.1:4433 received in 20.014487846s
[2024-05-27T00:21:30.625127119Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4761 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 4282126436, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-27T00:21:30.631427735Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5097 <-> 10.10.1.1:6103 received in 20.02105962s
[2024-05-27T00:21:30.631454064Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5097 <-> 10.10.1.1:6103 app_conn: McMPQUICConnClient { received: 4625374196, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-27T00:21:30.631744148Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4527 <-> 10.10.2.1:5084 received in 20.021431287s
[2024-05-27T00:21:30.631753295Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4527 <-> 10.10.2.1:5084 app_conn: McMPQUICConnClient { received: 3996571638, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-27T00:21:30.631791327Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5618 <-> 10.10.1.1:6947 received in 20.021262952s
[2024-05-27T00:21:30.631816263Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5618 <-> 10.10.1.1:6947 app_conn: McMPQUICConnClient { received: 4565258860, stream_ids: {15}, recv_fin_ids: {15}, expected_streams: 1 }
[2024-05-27T00:21:30.631831422Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4767 <-> 10.10.1.1:5937 received in 20.021194914s
[2024-05-27T00:21:30.631857020Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4767 <-> 10.10.1.1:5937 app_conn: McMPQUICConnClient { received: 3941304983, stream_ids: {23}, recv_fin_ids: {23}, expected_streams: 1 }
[2024-05-27T00:21:30.632003254Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5613 <-> 10.10.2.1:6986 received in 20.021413544s
[2024-05-27T00:21:30.632013694Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5613 <-> 10.10.2.1:6986 app_conn: McMPQUICConnClient { received: 2956845312, stream_ids: {27}, recv_fin_ids: {27}, expected_streams: 1 }
[2024-05-27T00:21:30.632269904Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4676 <-> 10.10.2.1:5421 received in 20.021826949s
[2024-05-27T00:21:30.632279252Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4676 <-> 10.10.2.1:5421 app_conn: McMPQUICConnClient { received: 3838961588, stream_ids: {19}, recv_fin_ids: {19}, expected_streams: 1 }
[2024-05-27T00:21:30.632358901Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4909 <-> 10.10.1.1:6624 received in 20.021512129s
[2024-05-27T00:21:30.632383647Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4909 <-> 10.10.1.1:6624 app_conn: McMPQUICConnClient { received: 4807717564, stream_ids: {35}, recv_fin_ids: {35}, expected_streams: 1 }
[2024-05-27T00:21:30.632492311Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5772 <-> 10.10.2.1:5261 received in 20.02166242s
[2024-05-27T00:21:30.632519051Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5772 <-> 10.10.2.1:5261 app_conn: McMPQUICConnClient { received: 4594968231, stream_ids: {47}, recv_fin_ids: {47}, expected_streams: 1 }
[2024-05-27T00:21:30.632492983Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5596 <-> 10.10.1.1:5592 received in 20.021691045s
[2024-05-27T00:21:30.632531625Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5596 <-> 10.10.1.1:5592 app_conn: McMPQUICConnClient { received: 4352041187, stream_ids: {43}, recv_fin_ids: {43}, expected_streams: 1 }
[2024-05-27T00:21:30.632775312Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5888 <-> 10.10.2.1:6867 received in 20.022048725s
[2024-05-27T00:21:30.632781584Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5986 <-> 10.10.2.1:6170 received in 20.021917259s
[2024-05-27T00:21:30.632794278Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5986 <-> 10.10.2.1:6170 app_conn: McMPQUICConnClient { received: 3313614856, stream_ids: {39}, recv_fin_ids: {39}, expected_streams: 1 }
[2024-05-27T00:21:30.632785711Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5888 <-> 10.10.2.1:6867 app_conn: McMPQUICConnClient { received: 3429097728, stream_ids: {31}, recv_fin_ids: {31}, expected_streams: 1 }
[2024-05-27T00:21:30.635197174Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5097, peer: 10.10.1.1:6103, status: Success }
[2024-05-27T00:21:30.645258833Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:4527, peer: 10.10.2.1:5084, status: Success }
[2024-05-27T00:21:30.655316715Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5618, peer: 10.10.1.1:6947, status: Success }
[2024-05-27T00:21:30.665375429Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:4767, peer: 10.10.1.1:5937, status: Success }
[2024-05-27T00:21:30.675434283Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5613, peer: 10.10.2.1:6986, status: Success }
[2024-05-27T00:21:30.685491463Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:4676, peer: 10.10.2.1:5421, status: Success }
[2024-05-27T00:21:30.695548373Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:4909, peer: 10.10.1.1:6624, status: Success }
[2024-05-27T00:21:30.705605484Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5772, peer: 10.10.2.1:5261, status: Success }
[2024-05-27T00:21:30.715662605Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5596, peer: 10.10.1.1:5592, status: Success }
[2024-05-27T00:21:30.725719304Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5986, peer: 10.10.2.1:6170, status: Success }
[2024-05-27T00:21:30.735776775Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5888, peer: 10.10.2.1:6867, status: Success }
[2024-05-27T00:21:30.755910122Z INFO  quiche_apps::multicore_client] connection closed, [local_addr=10.10.1.2:4761 peer_addr=10.10.1.1:4433 validation_state=Validated state=Active recv=3297530 sent=16685 lost=0 lost_spurious=0 retrans=0 rtt=132.54µs min_rtt=Some(85.02µs) rttvar=23.554µs rtt_update=8048 cwnd=13500 sent_bytes=995276 recv_bytes=4450389271 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=36078, local_addr=10.10.2.2:4527 peer_addr=10.10.2.1:5084 validation_state=Validated state=Active recv=3079340 sent=29810 lost=0 lost_spurious=0 retrans=0 rtt=95.259µs min_rtt=Some(79.089µs) rttvar=7.549µs rtt_update=14933 cwnd=13500 sent_bytes=1787145 recv_bytes=4153621494 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=52250, local_addr=10.10.1.2:5097 peer_addr=10.10.1.1:6103 validation_state=Validated state=Active recv=3563852 sent=27580 lost=0 lost_spurious=0 retrans=0 rtt=118.09µs min_rtt=Some(72.185µs) rttvar=15.748µs rtt_update=17409 cwnd=13500 sent_bytes=1724650 recv_bytes=4807670378 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=701796, local_addr=10.10.2.2:4676 peer_addr=10.10.2.1:5421 validation_state=Validated state=Active recv=2957891 sent=28088 lost=0 lost_spurious=0 retrans=0 rtt=111.446µs min_rtt=Some(75.101µs) rttvar=16.981µs rtt_update=14330 cwnd=13500 sent_bytes=1687269 recv_bytes=3989682536 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=69976, local_addr=10.10.1.2:5618 peer_addr=10.10.1.1:6947 validation_state=Validated state=Active recv=3517550 sent=34765 lost=0 lost_spurious=0 retrans=0 rtt=97.345µs min_rtt=Some(74.329µs) rttvar=6.535µs rtt_update=17112 cwnd=13500 sent_bytes=2083462 recv_bytes=4745144067 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=62995, local_addr=10.10.2.2:5613 peer_addr=10.10.2.1:6986 validation_state=Validated state=Active recv=2278162 sent=20191 lost=0 lost_spurious=0 retrans=0 rtt=169.152µs min_rtt=Some(73.117µs) rttvar=123.218µs rtt_update=10964 cwnd=13500 sent_bytes=1217201 recv_bytes=3072145033 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=551152, local_addr=10.10.1.2:4767 peer_addr=10.10.1.1:5937 validation_state=Validated state=Active recv=3036757 sent=29048 lost=0 lost_spurious=0 retrans=0 rtt=104.586µs min_rtt=Some(73.198µs) rttvar=12.464µs rtt_update=14722 cwnd=13500 sent_bytes=1744272 recv_bytes=4096135915 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=83323, local_addr=10.10.1.2:5596 peer_addr=10.10.1.1:5592 validation_state=Validated state=Active recv=3351401 sent=17175 lost=0 lost_spurious=0 retrans=0 rtt=138.904µs min_rtt=Some(105.689µs) rttvar=8.523µs rtt_update=8180 cwnd=579150 sent_bytes=1022608 recv_bytes=4523106844 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=41672, local_addr=10.10.2.2:5888 peer_addr=10.10.2.1:6867 validation_state=Validated state=Active recv=2642068 sent=23037 lost=0 lost_spurious=0 retrans=0 rtt=114.67µs min_rtt=Some(77.084µs) rttvar=34.244µs rtt_update=12767 cwnd=13500 sent_bytes=1398777 recv_bytes=3563360609 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=73518, local_addr=10.10.2.2:5772 peer_addr=10.10.2.1:5261 validation_state=Validated state=Active recv=3540446 sent=34621 lost=0 lost_spurious=0 retrans=0 rtt=93.237µs min_rtt=Some(73.939µs) rttvar=3.28µs rtt_update=17216 cwnd=1205550 sent_bytes=2078045 recv_bytes=4776046033 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=90758, local_addr=10.10.1.2:4909 peer_addr=10.10.1.1:6624 validation_state=Validated state=Active recv=3704383 sent=29929 lost=0 lost_spurious=0 retrans=0 rtt=99.923µs min_rtt=Some(80.802µs) rttvar=6.403µs rtt_update=18029 cwnd=13500 sent_bytes=1856467 recv_bytes=4997336567 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=89977, local_addr=10.10.2.2:5986 peer_addr=10.10.2.1:6170 validation_state=Validated state=Active recv=2553074 sent=22912 lost=0 lost_spurious=0 retrans=0 rtt=139.512µs min_rtt=Some(82.144µs) rttvar=68.738µs rtt_update=12328 cwnd=13500 sent_bytes=1383356 recv_bytes=3443240219 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=73871]
