[2024-05-26T15:56:50.212536735Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:4746
[2024-05-26T15:56:50.232858789Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6994, 10.10.2.1:4457) is now validated
[2024-05-26T15:56:50.232970628Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5469, 10.10.1.1:5955) is now validated
[2024-05-26T15:57:10.225402000Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4746 <-> 10.10.1.1:4433 received in 20.012727627s
[2024-05-26T15:57:10.225417960Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4746 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 7048714298, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-26T15:57:10.233136225Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6994 <-> 10.10.2.1:4457 received in 20.020603107s
[2024-05-26T15:57:10.233144821Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6994 <-> 10.10.2.1:4457 app_conn: McMPQUICConnClient { received: 7022022798, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-26T15:57:10.233303699Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5469 <-> 10.10.1.1:5955 received in 20.020722982s
[2024-05-26T15:57:10.233316984Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5469 <-> 10.10.1.1:5955 app_conn: McMPQUICConnClient { received: 6850124596, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-26T15:57:10.235483828Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6994, peer: 10.10.2.1:4457, status: Success }
[2024-05-26T15:57:10.245544286Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5469, peer: 10.10.1.1:5955, status: Success }
[2024-05-26T15:57:10.265670974Z INFO  quiche_apps::multicore_client] connection closed, [local_addr=10.10.1.2:4746 peer_addr=10.10.1.1:4433 validation_state=Validated state=Active recv=5431220 sent=54430 lost=0 lost_spurious=0 retrans=0 rtt=89.767µs min_rtt=Some(69.761µs) rttvar=4.935µs rtt_update=26605 cwnd=13500 sent_bytes=3276761 recv_bytes=7328320694 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=102396, local_addr=10.10.2.2:6994 peer_addr=10.10.2.1:4457 validation_state=Validated state=Active recv=5410655 sent=54510 lost=0 lost_spurious=0 retrans=0 rtt=80.449µs min_rtt=Some(63.96µs) rttvar=11.548µs rtt_update=26574 cwnd=13500 sent_bytes=3279184 recv_bytes=7300557660 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=100166, local_addr=10.10.1.2:5469 peer_addr=10.10.1.1:5955 validation_state=Validated state=Active recv=5278190 sent=53164 lost=0 lost_spurious=0 retrans=0 rtt=90.928µs min_rtt=Some(65.143µs) rttvar=9.846µs rtt_update=26056 cwnd=13500 sent_bytes=3199148 recv_bytes=7121759222 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=96039]
