[2024-05-26T23:54:44.828746340Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:4924
[2024-05-26T23:54:44.849400371Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6256, 10.10.2.1:6148) is now validated
[2024-05-26T23:54:44.849420539Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5304, 10.10.2.1:6830) is now validated
[2024-05-26T23:54:44.849568847Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5867, 10.10.2.1:5453) is now validated
[2024-05-26T23:54:44.849626616Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5070, 10.10.1.1:6350) is now validated
[2024-05-26T23:54:44.849715482Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6125, 10.10.1.1:5260) is now validated
[2024-05-26T23:54:44.849765286Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4550, 10.10.1.1:6860) is now validated
[2024-05-26T23:54:44.849823946Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5656, 10.10.2.1:6848) is now validated
[2024-05-26T23:54:44.849920767Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5152, 10.10.1.1:4794) is now validated
[2024-05-26T23:55:04.842756564Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4924 <-> 10.10.1.1:4433 received in 20.013789711s
[2024-05-26T23:55:04.842785709Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4924 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 4661720212, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-26T23:55:04.849986993Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5070 <-> 10.10.1.1:6350 received in 20.020988621s
[2024-05-26T23:55:04.850014214Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5070 <-> 10.10.1.1:6350 app_conn: McMPQUICConnClient { received: 5826478842, stream_ids: {15}, recv_fin_ids: {15}, expected_streams: 1 }
[2024-05-26T23:55:04.850085177Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5867 <-> 10.10.2.1:5453 received in 20.021087626s
[2024-05-26T23:55:04.850094575Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5867 <-> 10.10.2.1:5453 app_conn: McMPQUICConnClient { received: 6517776640, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-26T23:55:04.850204902Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4550 <-> 10.10.1.1:6860 received in 20.021186421s
[2024-05-26T23:55:04.850229969Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4550 <-> 10.10.1.1:6860 app_conn: McMPQUICConnClient { received: 7302486366, stream_ids: {27}, recv_fin_ids: {27}, expected_streams: 1 }
[2024-05-26T23:55:04.850348711Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6125 <-> 10.10.1.1:5260 received in 20.021274096s
[2024-05-26T23:55:04.850373748Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6125 <-> 10.10.1.1:5260 app_conn: McMPQUICConnClient { received: 5207767864, stream_ids: {23}, recv_fin_ids: {23}, expected_streams: 1 }
[2024-05-26T23:55:04.850571529Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5152 <-> 10.10.1.1:4794 received in 20.021497014s
[2024-05-26T23:55:04.850587178Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5152 <-> 10.10.1.1:4794 app_conn: McMPQUICConnClient { received: 4333534347, stream_ids: {35}, recv_fin_ids: {35}, expected_streams: 1 }
[2024-05-26T23:55:04.850661097Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5304 <-> 10.10.2.1:6830 received in 20.021838995s
[2024-05-26T23:55:04.850671897Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5304 <-> 10.10.2.1:6830 app_conn: McMPQUICConnClient { received: 4598325378, stream_ids: {19}, recv_fin_ids: {19}, expected_streams: 1 }
[2024-05-26T23:55:04.850773788Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6256 <-> 10.10.2.1:6148 received in 20.021813998s
[2024-05-26T23:55:04.850783116Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6256 <-> 10.10.2.1:6148 app_conn: McMPQUICConnClient { received: 6552044352, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-26T23:55:04.850787424Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5656 <-> 10.10.2.1:6848 received in 20.021712418s
[2024-05-26T23:55:04.850796952Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5656 <-> 10.10.2.1:6848 app_conn: McMPQUICConnClient { received: 4222894912, stream_ids: {31}, recv_fin_ids: {31}, expected_streams: 1 }
[2024-05-26T23:55:04.852856584Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5070, peer: 10.10.1.1:6350, status: Success }
[2024-05-26T23:55:04.862919545Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5867, peer: 10.10.2.1:5453, status: Success }
[2024-05-26T23:55:04.872976764Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:4550, peer: 10.10.1.1:6860, status: Success }
[2024-05-26T23:55:04.883034575Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:6125, peer: 10.10.1.1:5260, status: Success }
[2024-05-26T23:55:04.893092126Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5152, peer: 10.10.1.1:4794, status: Success }
[2024-05-26T23:55:04.903149816Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5304, peer: 10.10.2.1:6830, status: Success }
[2024-05-26T23:55:04.913206855Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6256, peer: 10.10.2.1:6148, status: Success }
[2024-05-26T23:55:04.923264937Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5656, peer: 10.10.2.1:6848, status: Success }
[2024-05-26T23:55:04.943394414Z INFO  quiche_apps::multicore_client] connection closed, [local_addr=10.10.1.2:4924 peer_addr=10.10.1.1:4433 validation_state=Validated state=Active recv=3591883 sent=35024 lost=0 lost_spurious=0 retrans=0 rtt=113.267µs min_rtt=Some(87.384µs) rttvar=14.836µs rtt_update=17469 cwnd=13500 sent_bytes=2104255 recv_bytes=4845479340 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=64122, local_addr=10.10.2.2:5304 peer_addr=10.10.2.1:6830 validation_state=Validated state=Active recv=3543032 sent=34856 lost=0 lost_spurious=0 retrans=0 rtt=98.508µs min_rtt=Some(68.509µs) rttvar=14.473µs rtt_update=17302 cwnd=13500 sent_bytes=2091338 recv_bytes=4779539407 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=98199, local_addr=10.10.2.2:6256 peer_addr=10.10.2.1:6148 validation_state=Validated state=Active recv=5046652 sent=25906 lost=0 lost_spurious=0 retrans=0 rtt=121.426µs min_rtt=Some(71.664µs) rttvar=5.392µs rtt_update=12375 cwnd=13500 sent_bytes=1551753 recv_bytes=6811353703 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=48080, local_addr=10.10.1.2:5070 peer_addr=10.10.1.1:6350 validation_state=Validated state=Active recv=4489384 sent=44964 lost=0 lost_spurious=0 retrans=0 rtt=94.665µs min_rtt=Some(76.463µs) rttvar=7.421µs rtt_update=21990 cwnd=13500 sent_bytes=2701198 recv_bytes=6057006914 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=78447, local_addr=10.10.2.2:5867 peer_addr=10.10.2.1:5453 validation_state=Validated state=Active recv=5020244 sent=25798 lost=0 lost_spurious=0 retrans=0 rtt=114.876µs min_rtt=Some(73.468µs) rttvar=3.801µs rtt_update=12308 cwnd=13500 sent_bytes=1544905 recv_bytes=6775711280 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=47075, local_addr=10.10.1.2:4550 peer_addr=10.10.1.1:6860 validation_state=Validated state=Active recv=5624914 sent=59822 lost=0 lost_spurious=0 retrans=0 rtt=116.741µs min_rtt=Some(76.152µs) rttvar=8.624µs rtt_update=13843 cwnd=980100 sent_bytes=3324253 recv_bytes=7591905550 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=51109, local_addr=10.10.2.2:5656 peer_addr=10.10.2.1:6848 validation_state=Validated state=Active recv=3253737 sent=29985 lost=0 lost_spurious=0 retrans=0 rtt=105.776µs min_rtt=Some(76.393µs) rttvar=27.784µs rtt_update=15795 cwnd=13500 sent_bytes=1813270 recv_bytes=4389031600 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=67534, local_addr=10.10.1.2:6125 peer_addr=10.10.1.1:5260 validation_state=Validated state=Active recv=4012648 sent=37564 lost=0 lost_spurious=0 retrans=0 rtt=93.938µs min_rtt=Some(71.785µs) rttvar=3.747µs rtt_update=19557 cwnd=13500 sent_bytes=2275287 recv_bytes=5413452422 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=66239, local_addr=10.10.1.2:5152 peer_addr=10.10.1.1:4794 validation_state=Validated state=Active recv=3339000 sent=31289 lost=0 lost_spurious=0 retrans=0 rtt=99.992µs min_rtt=Some(70.833µs) rttvar=15.282µs rtt_update=16221 cwnd=13500 sent_bytes=1888450 recv_bytes=4504114885 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=71967]
