[2024-05-23T11:12:24.369429103Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:4975
[2024-05-23T11:12:24.390013734Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4773, 10.10.2.1:5263) is now validated
[2024-05-23T11:12:24.390075320Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4924, 10.10.2.1:6744) is now validated
[2024-05-23T11:12:24.390143608Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5690, 10.10.1.1:4759) is now validated
[2024-05-23T11:12:24.390226704Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6282, 10.10.2.1:6255) is now validated
[2024-05-23T11:12:24.390309288Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4955, 10.10.1.1:5243) is now validated
[2024-05-23T11:12:24.390407062Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5257, 10.10.1.1:4575) is now validated
[2024-05-23T11:12:24.390448179Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5832, 10.10.2.1:4733) is now validated
[2024-05-23T11:12:44.383129297Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4975 <-> 10.10.1.1:4433 received in 20.013507432s
[2024-05-23T11:12:44.383227832Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4975 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 6756360448, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-23T11:12:44.390488696Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4773 <-> 10.10.2.1:5263 received in 20.021048352s
[2024-05-23T11:12:44.390517620Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4773 <-> 10.10.2.1:5263 app_conn: McMPQUICConnClient { received: 5277641636, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-23T11:12:44.390937097Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6282 <-> 10.10.2.1:6255 received in 20.021309412s
[2024-05-23T11:12:44.390963196Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6282 <-> 10.10.2.1:6255 app_conn: McMPQUICConnClient { received: 6372389527, stream_ids: {23}, recv_fin_ids: {23}, expected_streams: 1 }
[2024-05-23T11:12:44.391135119Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4924 <-> 10.10.2.1:6744 received in 20.021680237s
[2024-05-23T11:12:44.391163292Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4924 <-> 10.10.2.1:6744 app_conn: McMPQUICConnClient { received: 5994927340, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-23T11:12:44.391294778Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4955 <-> 10.10.1.1:5243 received in 20.021711175s
[2024-05-23T11:12:44.391309746Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5832 <-> 10.10.2.1:4733 received in 20.021659428s
[2024-05-23T11:12:44.391332659Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5257 <-> 10.10.1.1:4575 received in 20.021686549s
[2024-05-23T11:12:44.391338490Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5832 <-> 10.10.2.1:4733 app_conn: McMPQUICConnClient { received: 6020944472, stream_ids: {27}, recv_fin_ids: {27}, expected_streams: 1 }
[2024-05-23T11:12:44.391320196Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4955 <-> 10.10.1.1:5243 app_conn: McMPQUICConnClient { received: 5716801374, stream_ids: {19}, recv_fin_ids: {19}, expected_streams: 1 }
[2024-05-23T11:12:44.391350303Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5257 <-> 10.10.1.1:4575 app_conn: McMPQUICConnClient { received: 6040252090, stream_ids: {31}, recv_fin_ids: {31}, expected_streams: 1 }
[2024-05-23T11:12:44.391422899Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5690 <-> 10.10.1.1:4759 received in 20.021940947s
[2024-05-23T11:12:44.391439139Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5690 <-> 10.10.1.1:4759 app_conn: McMPQUICConnClient { received: 6039922520, stream_ids: {15}, recv_fin_ids: {15}, expected_streams: 1 }
[2024-05-23T11:12:44.393296595Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:4773, peer: 10.10.2.1:5263, status: Success }
[2024-05-23T11:12:44.403356771Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6282, peer: 10.10.2.1:6255, status: Success }
[2024-05-23T11:12:44.413445321Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:4924, peer: 10.10.2.1:6744, status: Success }
[2024-05-23T11:12:44.423501550Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5832, peer: 10.10.2.1:4733, status: Success }
[2024-05-23T11:12:44.433560053Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:4955, peer: 10.10.1.1:5243, status: Success }
[2024-05-23T11:12:44.443617376Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5257, peer: 10.10.1.1:4575, status: Success }
[2024-05-23T11:12:44.453673704Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5690, peer: 10.10.1.1:4759, status: Success }
[2024-05-23T11:12:44.473801082Z INFO  quiche_apps::multicore_client] connection closed, [local_addr=10.10.1.2:4975 peer_addr=10.10.1.1:4433 validation_state=Validated state=Active recv=5204093 sent=26588 lost=0 lost_spurious=0 retrans=0 rtt=121.921µs min_rtt=Some(76.343µs) rttvar=6.277µs rtt_update=12760 cwnd=13500 sent_bytes=1594917 recv_bytes=7023866492 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=46781, local_addr=10.10.2.2:4773 peer_addr=10.10.2.1:5263 validation_state=Validated state=Active recv=4066480 sent=40463 lost=0 lost_spurious=0 retrans=0 rtt=102.481µs min_rtt=Some(74.53µs) rttvar=13.763µs rtt_update=19835 cwnd=13500 sent_bytes=2428373 recv_bytes=5486131132 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=57228, local_addr=10.10.2.2:4924 peer_addr=10.10.2.1:6744 validation_state=Validated state=Active recv=4619199 sent=42516 lost=0 lost_spurious=0 retrans=0 rtt=92.498µs min_rtt=Some(67.977µs) rttvar=3.223µs rtt_update=22576 cwnd=13500 sent_bytes=2588024 recv_bytes=6232217571 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=95074, local_addr=10.10.1.2:5690 peer_addr=10.10.1.1:4759 validation_state=Validated state=Active recv=4653881 sent=33474 lost=0 lost_spurious=0 retrans=0 rtt=127.914µs min_rtt=Some(70.141µs) rttvar=7.928µs rtt_update=22727 cwnd=13500 sent_bytes=2130587 recv_bytes=6279017228 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=411393, local_addr=10.10.1.2:4955 peer_addr=10.10.1.1:5243 validation_state=Validated state=Active recv=4404894 sent=44430 lost=0 lost_spurious=0 retrans=0 rtt=108.328µs min_rtt=Some(71.965µs) rttvar=31.323µs rtt_update=21498 cwnd=13500 sent_bytes=2664039 recv_bytes=5942925304 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=77993, local_addr=10.10.2.2:6282 peer_addr=10.10.2.1:6255 validation_state=Validated state=Active recv=4908212 sent=26038 lost=0 lost_spurious=0 retrans=0 rtt=120.158µs min_rtt=Some(93.275µs) rttvar=4.94µs rtt_update=12031 cwnd=13500 sent_bytes=1551877 recv_bytes=6624492481 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=49062, local_addr=10.10.2.2:5832 peer_addr=10.10.2.1:4733 validation_state=Validated state=Active recv=4639256 sent=28840 lost=0 lost_spurious=0 retrans=0 rtt=137.87µs min_rtt=Some(71.474µs) rttvar=23.096µs rtt_update=22657 cwnd=13500 sent_bytes=1892357 recv_bytes=6259271095 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=341789, local_addr=10.10.1.2:5257 peer_addr=10.10.1.1:4575 validation_state=Validated state=Active recv=4654149 sent=38020 lost=0 lost_spurious=0 retrans=0 rtt=99.347µs min_rtt=Some(71.755µs) rttvar=18.516µs rtt_update=22728 cwnd=13500 sent_bytes=2362486 recv_bytes=6279359392 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=89079]
