[2024-05-26T23:11:09.296684667Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:5339
[2024-05-26T23:11:09.317069871Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5353, 10.10.1.1:5252) is now validated
[2024-05-26T23:11:09.317205696Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6584, 10.10.2.1:5226) is now validated
[2024-05-26T23:11:09.317304742Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6365, 10.10.2.1:6150) is now validated
[2024-05-26T23:11:09.317316834Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6396, 10.10.1.1:4556) is now validated
[2024-05-26T23:11:09.317315302Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6839, 10.10.2.1:6885) is now validated
[2024-05-26T23:11:29.310300191Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5339 <-> 10.10.1.1:4433 received in 20.013450134s
[2024-05-26T23:11:29.310330328Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5339 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 7286635206, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-26T23:11:29.317756756Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6396 <-> 10.10.1.1:4556 received in 20.021022506s
[2024-05-26T23:11:29.317782294Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6396 <-> 10.10.1.1:4556 app_conn: McMPQUICConnClient { received: 6510732188, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-26T23:11:29.317803935Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5353 <-> 10.10.1.1:5252 received in 20.021141248s
[2024-05-26T23:11:29.317830054Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5353 <-> 10.10.1.1:5252 app_conn: McMPQUICConnClient { received: 6725416746, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-26T23:11:29.318023046Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6839 <-> 10.10.2.1:6885 received in 20.02116853s
[2024-05-26T23:11:29.318032774Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6839 <-> 10.10.2.1:6885 app_conn: McMPQUICConnClient { received: 5644748402, stream_ids: {19}, recv_fin_ids: {19}, expected_streams: 1 }
[2024-05-26T23:11:29.318264298Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6584 <-> 10.10.2.1:5226 received in 20.02154177s
[2024-05-26T23:11:29.318274518Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6584 <-> 10.10.2.1:5226 app_conn: McMPQUICConnClient { received: 6552553860, stream_ids: {23}, recv_fin_ids: {23}, expected_streams: 1 }
[2024-05-26T23:11:29.318559081Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6365 <-> 10.10.2.1:6150 received in 20.021817417s
[2024-05-26T23:11:29.318568729Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6365 <-> 10.10.2.1:6150 app_conn: McMPQUICConnClient { received: 7739170396, stream_ids: {15}, recv_fin_ids: {15}, expected_streams: 1 }
[2024-05-26T23:11:29.320396197Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:6396, peer: 10.10.1.1:4556, status: Success }
[2024-05-26T23:11:29.330460583Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5353, peer: 10.10.1.1:5252, status: Success }
[2024-05-26T23:11:29.340517546Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6839, peer: 10.10.2.1:6885, status: Success }
[2024-05-26T23:11:29.350573637Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6584, peer: 10.10.2.1:5226, status: Success }
[2024-05-26T23:11:29.360630870Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6365, peer: 10.10.2.1:6150, status: Success }
[2024-05-26T23:11:29.380762588Z INFO  quiche_apps::multicore_client] connection closed, [local_addr=10.10.1.2:5339 peer_addr=10.10.1.1:4433 validation_state=Validated state=Active recv=5612706 sent=29038 lost=0 lost_spurious=0 retrans=0 rtt=111.537µs min_rtt=Some(66.976µs) rttvar=22.487µs rtt_update=13773 cwnd=13500 sent_bytes=1740049 recv_bytes=7575411194 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=52068, local_addr=10.10.1.2:5353 peer_addr=10.10.1.1:5252 validation_state=Validated state=Active recv=5182082 sent=52958 lost=0 lost_spurious=0 retrans=0 rtt=90.092µs min_rtt=Some(69.941µs) rttvar=4.17µs rtt_update=25440 cwnd=13500 sent_bytes=3178849 recv_bytes=6992042626 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=90734, local_addr=10.10.2.2:6584 peer_addr=10.10.2.1:5226 validation_state=Validated state=Active recv=5048894 sent=50839 lost=0 lost_spurious=0 retrans=0 rtt=91.618µs min_rtt=Some(71.304µs) rttvar=5.895µs rtt_update=24688 cwnd=13500 sent_bytes=3054739 recv_bytes=6812236022 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=102534, local_addr=10.10.1.2:6396 peer_addr=10.10.1.1:4556 validation_state=Validated state=Active recv=5016622 sent=52262 lost=0 lost_spurious=0 retrans=0 rtt=102.596µs min_rtt=Some(67.938µs) rttvar=16.44µs rtt_update=24791 cwnd=1742850 sent_bytes=3130378 recv_bytes=6768739199 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=90531, local_addr=10.10.2.2:6365 peer_addr=10.10.2.1:6150 validation_state=Validated state=Active recv=5961420 sent=26028 lost=0 lost_spurious=0 retrans=0 rtt=110.731µs min_rtt=Some(72.005µs) rttvar=8.005µs rtt_update=14642 cwnd=1038150 sent_bytes=1607099 recv_bytes=8046096418 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=642725, local_addr=10.10.2.2:6839 peer_addr=10.10.2.1:6885 validation_state=Validated state=Active recv=4349374 sent=35048 lost=0 lost_spurious=0 retrans=0 rtt=119.183µs min_rtt=Some(72.145µs) rttvar=37.556µs rtt_update=21249 cwnd=13500 sent_bytes=2182306 recv_bytes=5867977487 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=84159]
