[2024-05-26T17:06:50.221336326Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:5561
[2024-05-26T17:06:50.241791894Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:7000, 10.10.1.1:4705) is now validated
[2024-05-26T17:06:50.241845935Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6146, 10.10.2.1:5349) is now validated
[2024-05-26T17:06:50.241956322Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5481, 10.10.2.1:5879) is now validated
[2024-05-26T17:06:50.242078441Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5202, 10.10.2.1:6579) is now validated
[2024-05-26T17:06:50.242080284Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6630, 10.10.1.1:5391) is now validated
[2024-05-26T17:06:50.242561205Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5194, 10.10.1.1:4605) is now validated
[2024-05-26T17:06:50.242668477Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6108, 10.10.2.1:6808) is now validated
[2024-05-26T17:06:50.242671863Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6782, 10.10.2.1:6876) is now validated
[2024-05-26T17:06:50.242672063Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6112, 10.10.1.1:6655) is now validated
[2024-05-26T17:06:50.242823758Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6285, 10.10.2.1:5370) is now validated
[2024-05-26T17:06:50.242868241Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4858, 10.10.1.1:4511) is now validated
[2024-05-26T17:06:50.242954663Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6774, 10.10.2.1:4826) is now validated
[2024-05-26T17:06:50.242954302Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6065, 10.10.1.1:6701) is now validated
[2024-05-26T17:07:10.235294145Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5561 <-> 10.10.1.1:4433 received in 20.013757263s
[2024-05-26T17:07:10.235322899Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5561 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 3165979130, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-26T17:07:10.243012771Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5202 <-> 10.10.2.1:6579 received in 20.021500044s
[2024-05-26T17:07:10.243038339Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5202 <-> 10.10.2.1:6579 app_conn: McMPQUICConnClient { received: 3503133652, stream_ids: {23}, recv_fin_ids: {23}, expected_streams: 1 }
[2024-05-26T17:07:10.243154416Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6146 <-> 10.10.2.1:5349 received in 20.021845291s
