[2024-05-26T17:02:55.786463651Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:5035
[2024-05-26T17:02:55.806939615Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5336, 10.10.2.1:5964) is now validated
[2024-05-26T17:02:55.807114332Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5769, 10.10.1.1:6649) is now validated
[2024-05-26T17:02:55.807117839Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5730, 10.10.2.1:4532) is now validated
[2024-05-26T17:02:55.807229959Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5514, 10.10.1.1:5009) is now validated
[2024-05-26T17:02:55.807280895Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6204, 10.10.2.1:5381) is now validated
[2024-05-26T17:02:55.807549708Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4524, 10.10.2.1:4505) is now validated
[2024-05-26T17:02:55.807611735Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6164, 10.10.1.1:4670) is now validated
[2024-05-26T17:02:55.807682026Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5114, 10.10.1.1:5444) is now validated
[2024-05-26T17:02:55.807873014Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6094, 10.10.1.1:6330) is now validated
[2024-05-26T17:02:55.807987349Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4639, 10.10.2.1:5287) is now validated
[2024-05-26T17:02:55.807987990Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6743, 10.10.1.1:6583) is now validated
[2024-05-26T17:02:55.808046429Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5134, 10.10.2.1:6718) is now validated
[2024-05-26T17:03:15.800984832Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5035 <-> 10.10.1.1:4433 received in 20.014052253s
[2024-05-26T17:03:15.801013977Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5035 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 4259679596, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-26T17:03:15.807639614Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5336 <-> 10.10.2.1:5964 received in 20.021158651s
[2024-05-26T17:03:15.807666615Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5336 <-> 10.10.2.1:5964 app_conn: McMPQUICConnClient { received: 3443968474, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-26T17:03:15.807829961Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5514 <-> 10.10.1.1:5009 received in 20.02123838s
[2024-05-26T17:03:15.807855229Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5514 <-> 10.10.1.1:5009 app_conn: McMPQUICConnClient { received: 2382296400, stream_ids: {23}, recv_fin_ids: {23}, expected_streams: 1 }
[2024-05-26T17:03:15.808074419Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5769 <-> 10.10.1.1:6649 received in 20.021564792s
[2024-05-26T17:03:15.808084689Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5769 <-> 10.10.1.1:6649 app_conn: McMPQUICConnClient { received: 4063584512, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-26T17:03:15.808105508Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4524 <-> 10.10.2.1:4505 received in 20.021351844s
[2024-05-26T17:03:15.808130494Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4524 <-> 10.10.2.1:4505 app_conn: McMPQUICConnClient { received: 3754147054, stream_ids: {35}, recv_fin_ids: {35}, expected_streams: 1 }
