[2024-05-25T01:38:27.904113538Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:6536
[2024-05-25T01:38:27.924817877Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5620, 10.10.2.1:5767) is now validated
[2024-05-25T01:38:27.925026769Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4922, 10.10.1.1:6726) is now validated
[2024-05-25T01:38:27.925141665Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4637, 10.10.2.1:5595) is now validated
[2024-05-25T01:38:27.925149920Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5487, 10.10.1.1:6659) is now validated
[2024-05-25T01:38:27.925327734Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5671, 10.10.2.1:5240) is now validated
[2024-05-25T01:38:27.925416430Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6797, 10.10.2.1:5815) is now validated
[2024-05-25T01:38:27.925577773Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4836, 10.10.2.1:6869) is now validated
[2024-05-25T01:38:27.925630532Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5971, 10.10.1.1:6944) is now validated
[2024-05-25T01:38:27.925683581Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4925, 10.10.2.1:5585) is now validated
[2024-05-25T01:38:27.925802564Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4663, 10.10.1.1:6648) is now validated
[2024-05-25T01:38:27.925866174Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6775, 10.10.1.1:5226) is now validated
[2024-05-25T01:38:37.917915951Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6536 <-> 10.10.1.1:4433 received in 10.013607067s
[2024-05-25T01:38:37.917944755Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6536 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 1846010054, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-25T01:38:37.925105875Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5620 <-> 10.10.2.1:5767 received in 10.020891388s
[2024-05-25T01:38:37.925132114Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5620 <-> 10.10.2.1:5767 app_conn: McMPQUICConnClient { received: 1635701450, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-25T01:38:37.925506256Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4922 <-> 10.10.1.1:6726 received in 10.02130851s
[2024-05-25T01:38:37.925532014Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4922 <-> 10.10.1.1:6726 app_conn: McMPQUICConnClient { received: 1954098650, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-25T01:38:37.926052701Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6797 <-> 10.10.2.1:5815 received in 10.021478108s
[2024-05-25T01:38:37.926078109Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6797 <-> 10.10.2.1:5815 app_conn: McMPQUICConnClient { received: 2133156096, stream_ids: {23}, recv_fin_ids: {23}, expected_streams: 1 }
[2024-05-25T01:38:37.926197803Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4836 <-> 10.10.2.1:6869 received in 10.021536808s
[2024-05-25T01:38:37.926222389Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4836 <-> 10.10.2.1:6869 app_conn: McMPQUICConnClient { received: 1963057408, stream_ids: {31}, recv_fin_ids: {31}, expected_streams: 1 }
[2024-05-25T01:38:37.926328959Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4637 <-> 10.10.2.1:5595 received in 10.021965812s
[2024-05-25T01:38:37.926361690Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4637 <-> 10.10.2.1:5595 app_conn: McMPQUICConnClient { received: 1653426485, stream_ids: {19}, recv_fin_ids: {19}, expected_streams: 1 }
[2024-05-25T01:38:37.926381898Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5971 <-> 10.10.1.1:6944 received in 10.021752293s
[2024-05-25T01:38:37.926406875Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6775 <-> 10.10.1.1:5226 received in 10.021754867s
[2024-05-25T01:38:37.926418617Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6775 <-> 10.10.1.1:5226 app_conn: McMPQUICConnClient { received: 1793188096, stream_ids: {43}, recv_fin_ids: {43}, expected_streams: 1 }
[2024-05-25T01:38:37.926409089Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5971 <-> 10.10.1.1:6944 app_conn: McMPQUICConnClient { received: 1693311232, stream_ids: {35}, recv_fin_ids: {35}, expected_streams: 1 }
[2024-05-25T01:38:37.926464403Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5671 <-> 10.10.2.1:5240 received in 10.021835999s
[2024-05-25T01:38:37.926474071Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5671 <-> 10.10.2.1:5240 app_conn: McMPQUICConnClient { received: 1883323036, stream_ids: {27}, recv_fin_ids: {27}, expected_streams: 1 }
[2024-05-25T01:38:37.926473059Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5487 <-> 10.10.1.1:6659 received in 10.022110714s
[2024-05-25T01:38:37.926549042Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5487 <-> 10.10.1.1:6659 app_conn: McMPQUICConnClient { received: 1763117880, stream_ids: {15}, recv_fin_ids: {15}, expected_streams: 1 }
[2024-05-25T01:38:37.926497495Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4925 <-> 10.10.2.1:5585 received in 10.021891634s
[2024-05-25T01:38:37.926559742Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4925 <-> 10.10.2.1:5585 app_conn: McMPQUICConnClient { received: 1719907696, stream_ids: {39}, recv_fin_ids: {39}, expected_streams: 1 }
[2024-05-25T01:38:37.926617149Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4663 <-> 10.10.1.1:6648 received in 10.0220231s
[2024-05-25T01:38:37.926633360Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4663 <-> 10.10.1.1:6648 app_conn: McMPQUICConnClient { received: 2000544000, stream_ids: {47}, recv_fin_ids: {47}, expected_streams: 1 }
[2024-05-25T01:38:37.928027665Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5620, peer: 10.10.2.1:5767, status: Success }
[2024-05-25T01:38:37.938089775Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:4922, peer: 10.10.1.1:6726, status: Success }
[2024-05-25T01:38:37.948148550Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6797, peer: 10.10.2.1:5815, status: Success }
[2024-05-25T01:38:37.958205290Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:4836, peer: 10.10.2.1:6869, status: Success }
[2024-05-25T01:38:37.968263413Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:4637, peer: 10.10.2.1:5595, status: Success }
[2024-05-25T01:38:37.978320865Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:6775, peer: 10.10.1.1:5226, status: Success }
[2024-05-25T01:38:37.988378007Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5971, peer: 10.10.1.1:6944, status: Success }
[2024-05-25T01:38:37.998434547Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5671, peer: 10.10.2.1:5240, status: Success }
