[2024-05-26T16:12:54.360651004Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:6115
[2024-05-26T16:12:54.381043921Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6958, 10.10.2.1:4435) is now validated
[2024-05-26T16:12:54.381193622Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6534, 10.10.2.1:4545) is now validated
[2024-05-26T16:12:54.381247733Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6906, 10.10.1.1:4865) is now validated
[2024-05-26T16:12:54.381306704Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5401, 10.10.1.1:6170) is now validated
[2024-05-26T16:13:14.373551554Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6115 <-> 10.10.1.1:4433 received in 20.012748866s
[2024-05-26T16:13:14.373568226Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6115 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 7262457306, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-26T16:13:14.382050400Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6958 <-> 10.10.2.1:4435 received in 20.021348169s
[2024-05-26T16:13:14.382059627Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6958 <-> 10.10.2.1:4435 app_conn: McMPQUICConnClient { received: 5768746578, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-26T16:13:14.382055349Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6534 <-> 10.10.2.1:4545 received in 20.021333602s
[2024-05-26T16:13:14.382077531Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6534 <-> 10.10.2.1:4545 app_conn: McMPQUICConnClient { received: 7855700656, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-26T16:13:14.382315217Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5401 <-> 10.10.1.1:6170 received in 20.021590885s
[2024-05-26T16:13:14.382324644Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5401 <-> 10.10.1.1:6170 app_conn: McMPQUICConnClient { received: 6619186518, stream_ids: {19}, recv_fin_ids: {19}, expected_streams: 1 }
[2024-05-26T16:13:14.382729413Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6906 <-> 10.10.1.1:4865 received in 20.021999391s
[2024-05-26T16:13:14.382753057Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6906 <-> 10.10.1.1:4865 app_conn: McMPQUICConnClient { received: 7688239628, stream_ids: {15}, recv_fin_ids: {15}, expected_streams: 1 }
[2024-05-26T16:13:14.383635502Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6958, peer: 10.10.2.1:4435, status: Success }
[2024-05-26T16:13:14.393695985Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6534, peer: 10.10.2.1:4545, status: Success }
[2024-05-26T16:13:14.403754265Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5401, peer: 10.10.1.1:6170, status: Success }
[2024-05-26T16:13:14.413810640Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:6906, peer: 10.10.1.1:4865, status: Success }
[2024-05-26T16:13:14.433935484Z INFO  quiche_apps::multicore_client] connection closed, [local_addr=10.10.1.2:6115 peer_addr=10.10.1.1:4433 validation_state=Validated state=Active recv=5593843 sent=45113 lost=0 lost_spurious=0 retrans=0 rtt=229.399µs min_rtt=Some(86.292µs) rttvar=136.724µs rtt_update=15813 cwnd=13500 sent_bytes=2616382 recv_bytes=7550301370 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=553951, local_addr=10.10.2.2:6958 peer_addr=10.10.2.1:4435 validation_state=Validated state=Active recv=4443123 sent=22048 lost=0 lost_spurious=0 retrans=0 rtt=132.073µs min_rtt=Some(90.79µs) rttvar=14.153µs rtt_update=10938 cwnd=13500 sent_bytes=1328271 recv_bytes=5996640826 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=40367, local_addr=10.10.2.2:6534 peer_addr=10.10.2.1:4545 validation_state=Validated state=Active recv=6051316 sent=24349 lost=0 lost_spurious=0 retrans=0 rtt=205.38µs min_rtt=Some(84.429µs) rttvar=69.89µs rtt_update=7926 cwnd=13500 sent_bytes=1398200 recv_bytes=8167161736 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=27598, local_addr=10.10.1.2:6906 peer_addr=10.10.1.1:4865 validation_state=Validated state=Active recv=5922160 sent=30989 lost=0 lost_spurious=0 retrans=0 rtt=120.261µs min_rtt=Some(82.915µs) rttvar=6.112µs rtt_update=14562 cwnd=13500 sent_bytes=1854893 recv_bytes=7993123908 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=57879, local_addr=10.10.1.2:5401 peer_addr=10.10.1.1:6170 validation_state=Validated state=Active recv=5100244 sent=51305 lost=0 lost_spurious=0 retrans=0 rtt=89.541µs min_rtt=Some(74.359µs) rttvar=6.524µs rtt_update=24936 cwnd=13500 sent_bytes=3083451 recv_bytes=6881544288 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=93949]
