[2024-05-23T11:54:14.977754356Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:6068
[2024-05-23T11:54:14.998289669Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5514, 10.10.1.1:4866) is now validated
[2024-05-23T11:54:14.998497108Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5427, 10.10.2.1:6264) is now validated
[2024-05-23T11:54:14.998605091Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6563, 10.10.1.1:6175) is now validated
[2024-05-23T11:54:14.998871450Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5024, 10.10.2.1:6195) is now validated
[2024-05-23T11:54:14.999012965Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6897, 10.10.2.1:4538) is now validated
[2024-05-23T11:54:14.999156445Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5282, 10.10.2.1:6709) is now validated
[2024-05-23T11:54:14.999166203Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5441, 10.10.1.1:4920) is now validated
[2024-05-23T11:54:14.999228910Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4866, 10.10.2.1:6151) is now validated
[2024-05-23T11:54:14.999350058Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5928, 10.10.2.1:6901) is now validated
[2024-05-23T11:54:14.999356740Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6069, 10.10.1.1:5465) is now validated
[2024-05-23T11:54:14.999425689Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5953, 10.10.2.1:5153) is now validated
[2024-05-23T11:54:14.999529123Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5318, 10.10.1.1:6899) is now validated
[2024-05-23T11:54:14.999600638Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6874, 10.10.1.1:5637) is now validated
[2024-05-23T11:54:34.990773989Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6068 <-> 10.10.1.1:4433 received in 20.012786477s
[2024-05-23T11:54:34.990799176Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6068 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 3201044136, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-23T11:54:34.999183270Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5514 <-> 10.10.1.1:4866 received in 20.021388299s
