[2024-06-01T18:55:13.521060345Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:4941
[2024-06-01T18:55:13.541669256Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6290, 10.10.1.1:5962) is now validated
[2024-06-01T18:55:13.541990609Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5537, 10.10.2.1:5955) is now validated
[2024-06-01T18:55:13.542346746Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6457, 10.10.2.1:5051) is now validated
[2024-06-01T18:55:13.542537394Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5277, 10.10.2.1:6896) is now validated
[2024-06-01T18:55:13.542539795Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4985, 10.10.1.1:6223) is now validated
[2024-06-01T18:55:13.542914573Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4551, 10.10.1.1:6058) is now validated
[2024-06-01T18:55:13.542993006Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4900, 10.10.2.1:6474) is now validated
[2024-06-01T18:55:13.543004666Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5845, 10.10.1.1:5537) is now validated
[2024-06-01T18:55:13.543121561Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6148, 10.10.1.1:4438) is now validated
[2024-06-01T18:55:13.543129482Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6933, 10.10.2.1:6573) is now validated
[2024-06-01T18:55:13.543551044Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5755, 10.10.1.1:5883) is now validated
[2024-06-01T18:55:13.543769718Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5248, 10.10.2.1:4792) is now validated
[2024-06-01T18:55:13.543799054Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6316, 10.10.2.1:4911) is now validated
[2024-06-01T18:55:33.537188143Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4941 <-> 10.10.1.1:4433 received in 20.015615475s
[2024-06-01T18:55:33.537215805Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4941 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 5321712666, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-06-01T18:55:33.543506607Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5537 <-> 10.10.2.1:5955 received in 20.022219451s
[2024-06-01T18:55:33.543518951Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4985 <-> 10.10.1.1:6223 received in 20.022116208s
[2024-06-01T18:55:33.543530130Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4985 <-> 10.10.1.1:6223 app_conn: McMPQUICConnClient { received: 4071995890, stream_ids: {23}, recv_fin_ids: {23}, expected_streams: 1 }
[2024-06-01T18:55:33.543512475Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5277 <-> 10.10.2.1:6896 received in 20.021827366s
[2024-06-01T18:55:33.543524161Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5537 <-> 10.10.2.1:5955 app_conn: McMPQUICConnClient { received: 3867534332, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-06-01T18:55:33.543539937Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5277 <-> 10.10.2.1:6896 app_conn: McMPQUICConnClient { received: 4296616182, stream_ids: {19}, recv_fin_ids: {19}, expected_streams: 1 }
[2024-06-01T18:55:33.543604949Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6290 <-> 10.10.1.1:5962 received in 20.022523357s
[2024-06-01T18:55:33.543614479Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6290 <-> 10.10.1.1:5962 app_conn: McMPQUICConnClient { received: 5417408058, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-06-01T18:55:33.543832634Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5845 <-> 10.10.1.1:5537 received in 20.022231693s
[2024-06-01T18:55:33.543842257Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5845 <-> 10.10.1.1:5537 app_conn: McMPQUICConnClient { received: 5736042424, stream_ids: {31}, recv_fin_ids: {31}, expected_streams: 1 }
[2024-06-01T18:55:33.544008730Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4900 <-> 10.10.2.1:6474 received in 20.02219182s
[2024-06-01T18:55:33.544023106Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4900 <-> 10.10.2.1:6474 app_conn: McMPQUICConnClient { received: 3318526154, stream_ids: {35}, recv_fin_ids: {35}, expected_streams: 1 }
[2024-06-01T18:55:33.544653933Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5248 <-> 10.10.2.1:4792 received in 20.022571545s
[2024-06-01T18:55:33.544665297Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5248 <-> 10.10.2.1:4792 app_conn: McMPQUICConnClient { received: 4426730167, stream_ids: {51}, recv_fin_ids: {51}, expected_streams: 1 }
[2024-06-01T18:55:33.544846686Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4551 <-> 10.10.1.1:6058 received in 20.022950456s
[2024-06-01T18:55:33.544856429Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4551 <-> 10.10.1.1:6058 app_conn: McMPQUICConnClient { received: 3272740964, stream_ids: {27}, recv_fin_ids: {27}, expected_streams: 1 }
[2024-06-01T18:55:33.545180247Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6316 <-> 10.10.2.1:4911 received in 20.023096308s
