[2024-05-23T11:44:32.147424065Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:6595
[2024-05-23T11:44:32.168172310Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5144, 10.10.2.1:4857) is now validated
[2024-05-23T11:44:32.168346316Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6018, 10.10.1.1:6864) is now validated
[2024-05-23T11:44:32.168410357Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6781, 10.10.2.1:5517) is now validated
[2024-05-23T11:44:32.168456723Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5660, 10.10.2.1:5250) is now validated
[2024-05-23T11:44:32.168535351Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4782, 10.10.1.1:6575) is now validated
[2024-05-23T11:44:32.168632022Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5033, 10.10.2.1:6960) is now validated
[2024-05-23T11:44:32.168748711Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5848, 10.10.1.1:4671) is now validated
[2024-05-23T11:44:32.168848588Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4920, 10.10.2.1:5615) is now validated
[2024-05-23T11:44:32.168956020Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6634, 10.10.2.1:5653) is now validated
[2024-05-23T11:44:32.168960779Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4696, 10.10.1.1:6858) is now validated
[2024-05-23T11:44:32.168958525Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4466, 10.10.1.1:4701) is now validated
[2024-05-23T11:44:32.168972190Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4443, 10.10.1.1:5203) is now validated
[2024-05-23T11:44:52.161379194Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6595 <-> 10.10.1.1:4433 received in 20.013634228s
[2024-05-23T11:44:52.161397228Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6595 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 3433193104, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-23T11:44:52.169356106Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4782 <-> 10.10.1.1:6575 received in 20.021832314s
[2024-05-23T11:44:52.169382595Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4782 <-> 10.10.1.1:6575 app_conn: McMPQUICConnClient { received: 3282508694, stream_ids: {19}, recv_fin_ids: {19}, expected_streams: 1 }
[2024-05-23T11:44:52.169363550Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6018 <-> 10.10.1.1:6864 received in 20.021660121s
[2024-05-23T11:44:52.169476952Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6018 <-> 10.10.1.1:6864 app_conn: McMPQUICConnClient { received: 3138773248, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-23T11:44:52.169703838Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4920 <-> 10.10.2.1:5615 received in 20.021876727s
[2024-05-23T11:44:52.169717524Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4920 <-> 10.10.2.1:5615 app_conn: McMPQUICConnClient { received: 3582011572, stream_ids: {39}, recv_fin_ids: {39}, expected_streams: 1 }
[2024-05-23T11:44:52.169808053Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5144 <-> 10.10.2.1:4857 received in 20.022286426s
[2024-05-23T11:44:52.169833070Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5144 <-> 10.10.2.1:4857 app_conn: McMPQUICConnClient { received: 3607872320, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-23T11:44:52.169928209Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6781 <-> 10.10.2.1:5517 received in 20.02232052s
[2024-05-23T11:44:52.169939289Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6634 <-> 10.10.2.1:5653 received in 20.022179836s
[2024-05-23T11:44:52.169964938Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6634 <-> 10.10.2.1:5653 app_conn: McMPQUICConnClient { received: 3339828748, stream_ids: {47}, recv_fin_ids: {47}, expected_streams: 1 }
[2024-05-23T11:44:52.169954127Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6781 <-> 10.10.2.1:5517 app_conn: McMPQUICConnClient { received: 3020153088, stream_ids: {15}, recv_fin_ids: {15}, expected_streams: 1 }
