[2024-05-23T10:43:30.449106265Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:6782
[2024-05-23T10:43:30.469553829Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6484, 10.10.1.1:6633) is now validated
[2024-05-23T10:43:30.469619322Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6139, 10.10.2.1:4474) is now validated
[2024-05-23T10:43:50.462335801Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6782 <-> 10.10.1.1:4433 received in 20.013075357s
[2024-05-23T10:43:50.462362741Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6782 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 7122537138, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-23T10:43:50.470317418Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6484 <-> 10.10.1.1:6633 received in 20.021206905s
[2024-05-23T10:43:50.470339209Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6484 <-> 10.10.1.1:6633 app_conn: McMPQUICConnClient { received: 5740098000, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-23T10:43:50.470513456Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6139 <-> 10.10.2.1:4474 received in 20.021414033s
[2024-05-23T10:43:50.470527151Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6139 <-> 10.10.2.1:4474 app_conn: McMPQUICConnClient { received: 7183646400, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-23T10:43:50.472429859Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:6484, peer: 10.10.1.1:6633, status: Success }
[2024-05-23T10:43:50.482489984Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6139, peer: 10.10.2.1:4474, status: Success }
[2024-05-23T10:43:50.502617178Z INFO  quiche_apps::multicore_client] connection closed, [local_addr=10.10.1.2:6782 peer_addr=10.10.1.1:4433 validation_state=Validated state=Active recv=5488105 sent=54788 lost=0 lost_spurious=0 retrans=0 rtt=89.454µs min_rtt=Some(69.901µs) rttvar=5.516µs rtt_update=26892 cwnd=13500 sent_bytes=3300667 recv_bytes=7405107712 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=100166, local_addr=10.10.2.2:6139 peer_addr=10.10.2.1:4474 validation_state=Validated state=Active recv=5535197 sent=55604 lost=0 lost_spurious=0 retrans=0 rtt=89.283µs min_rtt=Some(74.73µs) rttvar=3.533µs rtt_update=27090 cwnd=1906200 sent_bytes=3345823 recv_bytes=7468669120 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=102408, local_addr=10.10.1.2:6484 peer_addr=10.10.1.1:6633 validation_state=Validated state=Active recv=4422934 sent=87568 lost=0 lost_spurious=0 retrans=0 rtt=75.137µs min_rtt=Some(62.848µs) rttvar=6.259µs rtt_update=43176 cwnd=13500 sent_bytes=5289484 recv_bytes=5967621239 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=176221]
