[2024-05-26T17:04:13.801354065Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:6594
[2024-05-26T17:04:13.821804962Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6368, 10.10.2.1:4512) is now validated
[2024-05-26T17:04:13.821883800Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5796, 10.10.1.1:4658) is now validated
[2024-05-26T17:04:13.822135712Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5310, 10.10.1.1:4656) is now validated
[2024-05-26T17:04:13.822135542Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:7000, 10.10.2.1:4633) is now validated
[2024-05-26T17:04:13.822355204Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5057, 10.10.2.1:6126) is now validated
[2024-05-26T17:04:13.822494204Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6753, 10.10.2.1:6671) is now validated
[2024-05-26T17:04:13.822494224Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5677, 10.10.1.1:5476) is now validated
[2024-05-26T17:04:13.822617726Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4924, 10.10.1.1:4610) is now validated
[2024-05-26T17:04:13.822672538Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5421, 10.10.2.1:6288) is now validated
[2024-05-26T17:04:13.822825876Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5986, 10.10.1.1:5596) is now validated
[2024-05-26T17:04:13.822825495Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5116, 10.10.2.1:5834) is now validated
[2024-05-26T17:04:13.822888613Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6068, 10.10.2.1:5557) is now validated
[2024-05-26T17:04:13.823164490Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6673, 10.10.1.1:5613) is now validated
[2024-05-26T17:04:33.814890352Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6594 <-> 10.10.1.1:4433 received in 20.013345679s
