[2024-05-23T10:58:59.822222922Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:4904
[2024-05-23T10:58:59.842815155Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5631, 10.10.2.1:6193) is now validated
[2024-05-23T10:58:59.842979333Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4787, 10.10.1.1:4634) is now validated
[2024-05-23T10:58:59.843159611Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:4927, 10.10.2.1:5833) is now validated
[2024-05-23T10:58:59.843221147Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5887, 10.10.2.1:6136) is now validated
[2024-05-23T10:58:59.843298331Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6981, 10.10.1.1:5187) is now validated
[2024-05-23T10:59:19.836111841Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4904 <-> 10.10.1.1:4433 received in 20.01371899s
[2024-05-23T10:59:19.836139974Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4904 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 7401234688, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-23T10:59:19.843464325Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5631 <-> 10.10.2.1:6193 received in 20.021161212s
[2024-05-23T10:59:19.843574201Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5631 <-> 10.10.2.1:6193 app_conn: McMPQUICConnClient { received: 6541443364, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-23T10:59:19.843578810Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4927 <-> 10.10.2.1:5833 received in 20.021227266s
[2024-05-23T10:59:19.843596603Z INFO  quiche_apps::multicore_client] path 10.10.2.2:4927 <-> 10.10.2.1:5833 app_conn: McMPQUICConnClient { received: 6404040756, stream_ids: {15}, recv_fin_ids: {15}, expected_streams: 1 }
[2024-05-23T10:59:19.843616881Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4787 <-> 10.10.1.1:4634 received in 20.021341781s
[2024-05-23T10:59:19.843644603Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4787 <-> 10.10.1.1:4634 app_conn: McMPQUICConnClient { received: 6491487886, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-23T10:59:19.843816856Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6981 <-> 10.10.1.1:5187 received in 20.021467406s
[2024-05-23T10:59:19.843890094Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6981 <-> 10.10.1.1:5187 app_conn: McMPQUICConnClient { received: 6464433288, stream_ids: {23}, recv_fin_ids: {23}, expected_streams: 1 }
[2024-05-23T10:59:19.844004629Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5887 <-> 10.10.2.1:6136 received in 20.021700254s
[2024-05-23T10:59:19.844023194Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5887 <-> 10.10.2.1:6136 app_conn: McMPQUICConnClient { received: 6510994831, stream_ids: {19}, recv_fin_ids: {19}, expected_streams: 1 }
[2024-05-23T10:59:19.846209084Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5631, peer: 10.10.2.1:6193, status: Success }
[2024-05-23T10:59:19.856270460Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:4927, peer: 10.10.2.1:5833, status: Success }
[2024-05-23T10:59:19.866328680Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:4787, peer: 10.10.1.1:4634, status: Success }
[2024-05-23T10:59:19.876386088Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:6981, peer: 10.10.1.1:5187, status: Success }
[2024-05-23T10:59:19.886442845Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5887, peer: 10.10.2.1:6136, status: Success }
[2024-05-23T10:59:19.906569073Z INFO  quiche_apps::multicore_client] connection closed, [local_addr=10.10.1.2:4904 peer_addr=10.10.1.1:4433 validation_state=Validated state=Active recv=5701014 sent=29537 lost=0 lost_spurious=0 retrans=0 rtt=103.461µs min_rtt=Some(71.094µs) rttvar=20.735µs rtt_update=13990 cwnd=13500 sent_bytes=1770198 recv_bytes=7694607970 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=50682, local_addr=10.10.1.2:4787 peer_addr=10.10.1.1:4634 validation_state=Validated state=Active recv=5001835 sent=50296 lost=0 lost_spurious=0 retrans=0 rtt=89.714µs min_rtt=Some(62.647µs) rttvar=4.168µs rtt_update=24554 cwnd=1725300 sent_bytes=3023488 recv_bytes=6748719550 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=92405, local_addr=10.10.2.2:5631 peer_addr=10.10.2.1:6193 validation_state=Validated state=Active recv=5040331 sent=50715 lost=0 lost_spurious=0 retrans=0 rtt=92.679µs min_rtt=Some(82.955µs) rttvar=3.521µs rtt_update=24645 cwnd=13500 sent_bytes=3047520 recv_bytes=6800679280 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=93058, local_addr=10.10.2.2:5887 peer_addr=10.10.2.1:6136 validation_state=Validated state=Active recv=5016873 sent=50162 lost=0 lost_spurious=0 retrans=0 rtt=88.04µs min_rtt=Some(73.819µs) rttvar=2.711µs rtt_update=24531 cwnd=13500 sent_bytes=3017093 recv_bytes=6769008109 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=94020, local_addr=10.10.2.2:4927 peer_addr=10.10.2.1:5833 validation_state=Validated state=Active recv=4934450 sent=49818 lost=0 lost_spurious=0 retrans=0 rtt=91.256µs min_rtt=Some(71.364µs) rttvar=4.871µs rtt_update=24161 cwnd=13500 sent_bytes=2992122 recv_bytes=6657760230 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=91299, local_addr=10.10.1.2:6981 peer_addr=10.10.1.1:5187 validation_state=Validated state=Active recv=4980996 sent=50123 lost=0 lost_spurious=0 retrans=0 rtt=89.265µs min_rtt=Some(72.817µs) rttvar=3.466µs rtt_update=24345 cwnd=13500 sent_bytes=3011370 recv_bytes=6720577132 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=95529]
