[2024-06-02T00:19:12.299542843Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:5804
[2024-06-02T00:19:12.320931562Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6290, 10.10.2.1:4863) is now validated
[2024-06-02T00:19:12.321714927Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5734, 10.10.1.1:4998) is now validated
[2024-06-02T00:19:12.322324087Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6972, 10.10.2.1:6176) is now validated
[2024-06-02T00:19:12.322438516Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6977, 10.10.2.1:5750) is now validated
[2024-06-02T00:19:12.322995541Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6180, 10.10.1.1:5972) is now validated
[2024-06-02T00:19:12.323584454Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5575, 10.10.2.1:5716) is now validated
[2024-06-02T00:19:12.323709830Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6871, 10.10.1.1:5955) is now validated
[2024-06-02T00:19:22.319083135Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5804 <-> 10.10.1.1:4433 received in 10.017864503s
[2024-06-02T00:19:22.319112646Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5804 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 2771866505, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-06-02T00:19:22.322013747Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6290 <-> 10.10.2.1:4863 received in 10.021960597s
[2024-06-02T00:19:22.322033165Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6290 <-> 10.10.2.1:4863 app_conn: McMPQUICConnClient { received: 1711668283, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-06-02T00:19:22.323276871Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5734 <-> 10.10.1.1:4998 received in 10.022481244s
[2024-06-02T00:19:22.323297269Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5734 <-> 10.10.1.1:4998 app_conn: McMPQUICConnClient { received: 2508308713, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-06-02T00:19:22.324043397Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6977 <-> 10.10.2.1:5750 received in 10.022551112s
[2024-06-02T00:19:22.324055206Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6977 <-> 10.10.2.1:5750 app_conn: McMPQUICConnClient { received: 2555639811, stream_ids: {15}, recv_fin_ids: {15}, expected_streams: 1 }
[2024-06-02T00:19:22.324548218Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6972 <-> 10.10.2.1:6176 received in 10.023494226s
[2024-06-02T00:19:22.324557992Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6972 <-> 10.10.2.1:6176 app_conn: McMPQUICConnClient { received: 1654358112, stream_ids: {19}, recv_fin_ids: {19}, expected_streams: 1 }
[2024-06-02T00:19:22.324964189Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6871 <-> 10.10.1.1:5955 received in 10.023158678s
[2024-06-02T00:19:22.324974024Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6871 <-> 10.10.1.1:5955 app_conn: McMPQUICConnClient { received: 1813617444, stream_ids: {31}, recv_fin_ids: {31}, expected_streams: 1 }
[2024-06-02T00:19:22.325264523Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5575 <-> 10.10.2.1:5716 received in 10.023384823s
[2024-06-02T00:19:22.325276736Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5575 <-> 10.10.2.1:5716 app_conn: McMPQUICConnClient { received: 1743507840, stream_ids: {27}, recv_fin_ids: {27}, expected_streams: 1 }
[2024-06-02T00:19:22.325386201Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6180 <-> 10.10.1.1:5972 received in 10.023634246s
[2024-06-02T00:19:22.325396190Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6180 <-> 10.10.1.1:5972 app_conn: McMPQUICConnClient { received: 1971886880, stream_ids: {23}, recv_fin_ids: {23}, expected_streams: 1 }
[2024-06-02T00:19:22.329185088Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6290, peer: 10.10.2.1:4863, status: Success }
[2024-06-02T00:19:22.339254816Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5734, peer: 10.10.1.1:4998, status: Success }
[2024-06-02T00:19:22.349341572Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6977, peer: 10.10.2.1:5750, status: Success }
[2024-06-02T00:19:22.359413421Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6972, peer: 10.10.2.1:6176, status: Success }
[2024-06-02T00:19:22.369493478Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:6871, peer: 10.10.1.1:5955, status: Success }
[2024-06-02T00:19:22.379569869Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5575, peer: 10.10.2.1:5716, status: Success }
[2024-06-02T00:19:22.389646935Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:6180, peer: 10.10.1.1:5972, status: Success }
