[2024-06-01T17:10:42.381995455Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:4916
[2024-06-01T17:10:42.402429281Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4848, 10.10.1.1:5389) is now validated
[2024-06-01T17:10:42.403340634Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6626, 10.10.2.1:6559) is now validated
[2024-06-01T17:10:42.403498483Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6370, 10.10.2.1:5143) is now validated
[2024-06-01T17:10:42.403851272Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6072, 10.10.2.1:5795) is now validated
[2024-06-01T17:10:42.403952040Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4481, 10.10.1.1:4792) is now validated
[2024-06-01T17:10:42.404129052Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5505, 10.10.2.1:5493) is now validated
[2024-06-01T17:10:42.404135676Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5283, 10.10.1.1:5006) is now validated
[2024-06-01T17:10:42.404331928Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5189, 10.10.1.1:5781) is now validated
[2024-06-01T17:10:42.404344381Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5760, 10.10.2.1:4703) is now validated
[2024-06-01T17:10:42.404349812Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6184, 10.10.2.1:6778) is now validated
[2024-06-01T17:10:42.404475368Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6793, 10.10.1.1:6948) is now validated
[2024-06-01T17:11:02.404758430Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4848 <-> 10.10.1.1:5389 received in 20.022888294s
[2024-06-01T17:11:02.404793451Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4848 <-> 10.10.1.1:5389 app_conn: McMPQUICConnClient { received: 4942063676, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
