[2024-05-26T17:59:19.621875751Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:5632
[2024-05-26T17:59:19.642236054Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5842, 10.10.1.1:6192) is now validated
[2024-05-26T17:59:19.642368823Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5191, 10.10.2.1:6257) is now validated
[2024-05-26T17:59:19.642552327Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5340, 10.10.2.1:6430) is now validated
[2024-05-26T17:59:19.642639911Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5415, 10.10.2.1:6114) is now validated
[2024-05-26T17:59:19.642639931Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4644, 10.10.1.1:4887) is now validated
[2024-05-26T17:59:19.642838393Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5609, 10.10.1.1:5195) is now validated
[2024-05-26T17:59:19.643028580Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6039, 10.10.2.1:6914) is now validated
[2024-05-26T17:59:19.643136793Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6602, 10.10.2.1:6090) is now validated
[2024-05-26T17:59:19.643203187Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:6060, 10.10.1.1:6054) is now validated
[2024-05-26T17:59:19.643387112Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5583, 10.10.1.1:5576) is now validated
[2024-05-26T17:59:19.643443668Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6903, 10.10.2.1:6579) is now validated
[2024-05-26T17:59:19.643588129Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:4457, 10.10.1.1:6405) is now validated
[2024-05-26T17:59:19.643591826Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5970, 10.10.1.1:6280) is now validated
[2024-05-26T17:59:19.643675843Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5858, 10.10.2.1:5330) is now validated
[2024-05-26T17:59:19.643761063Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:6852, 10.10.2.1:5268) is now validated
[2024-05-26T17:59:39.636825146Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5632 <-> 10.10.1.1:4433 received in 20.014750212s
[2024-05-26T17:59:39.636851035Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5632 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 2609521134, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-26T17:59:39.643322297Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5340 <-> 10.10.2.1:6430 received in 20.021420407s
[2024-05-26T17:59:39.643394452Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5340 <-> 10.10.2.1:6430 app_conn: McMPQUICConnClient { received: 2639811368, stream_ids: {15}, recv_fin_ids: {15}, expected_streams: 1 }
[2024-05-26T17:59:39.643427274Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5609 <-> 10.10.1.1:5195 received in 20.021289111s
[2024-05-26T17:59:39.643432364Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5842 <-> 10.10.1.1:6192 received in 20.02162439s
[2024-05-26T17:59:39.643462811Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5842 <-> 10.10.1.1:6192 app_conn: McMPQUICConnClient { received: 2560377180, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-26T17:59:39.643453874Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5609 <-> 10.10.1.1:5195 app_conn: McMPQUICConnClient { received: 2497569024, stream_ids: {27}, recv_fin_ids: {27}, expected_streams: 1 }
[2024-05-26T17:59:39.643449806Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5415 <-> 10.10.2.1:6114 received in 20.021517259s
[2024-05-26T17:59:39.643491524Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5415 <-> 10.10.2.1:6114 app_conn: McMPQUICConnClient { received: 2790682209, stream_ids: {19}, recv_fin_ids: {19}, expected_streams: 1 }
[2024-05-26T17:59:39.643575382Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4644 <-> 10.10.1.1:4887 received in 20.02157695s
[2024-05-26T17:59:39.643584629Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4644 <-> 10.10.1.1:4887 app_conn: McMPQUICConnClient { received: 2912284074, stream_ids: {23}, recv_fin_ids: {23}, expected_streams: 1 }
[2024-05-26T17:59:39.643960955Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6039 <-> 10.10.2.1:6914 received in 20.021667581s
[2024-05-26T17:59:39.643985410Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6039 <-> 10.10.2.1:6914 app_conn: McMPQUICConnClient { received: 2394841315, stream_ids: {31}, recv_fin_ids: {31}, expected_streams: 1 }
[2024-05-26T17:59:39.644050543Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6602 <-> 10.10.2.1:6090 received in 20.021830196s
[2024-05-26T17:59:39.644060912Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6602 <-> 10.10.2.1:6090 app_conn: McMPQUICConnClient { received: 2389401856, stream_ids: {35}, recv_fin_ids: {35}, expected_streams: 1 }
[2024-05-26T17:59:39.644153195Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5191 <-> 10.10.2.1:6257 received in 20.022279768s
[2024-05-26T17:59:39.644162923Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5191 <-> 10.10.2.1:6257 app_conn: McMPQUICConnClient { received: 2351435876, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-26T17:59:39.644170898Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5858 <-> 10.10.2.1:5330 received in 20.021615442s
[2024-05-26T17:59:39.644194783Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5858 <-> 10.10.2.1:5330 app_conn: McMPQUICConnClient { received: 2093439308, stream_ids: {59}, recv_fin_ids: {59}, expected_streams: 1 }
[2024-05-26T17:59:39.644200724Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4457 <-> 10.10.1.1:6405 received in 20.021718115s
[2024-05-26T17:59:39.644219139Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6903 <-> 10.10.2.1:6579 received in 20.021739365s
[2024-05-26T17:59:39.644226342Z INFO  quiche_apps::multicore_client] path 10.10.1.2:4457 <-> 10.10.1.1:6405 app_conn: McMPQUICConnClient { received: 2426722396, stream_ids: {51}, recv_fin_ids: {51}, expected_streams: 1 }
[2024-05-26T17:59:39.644235119Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6903 <-> 10.10.2.1:6579 app_conn: McMPQUICConnClient { received: 2376517750, stream_ids: {43}, recv_fin_ids: {43}, expected_streams: 1 }
[2024-05-26T17:59:39.644420025Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5583 <-> 10.10.1.1:5576 received in 20.021890609s
[2024-05-26T17:59:39.644427810Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5583 <-> 10.10.1.1:5576 app_conn: McMPQUICConnClient { received: 2459820288, stream_ids: {47}, recv_fin_ids: {47}, expected_streams: 1 }
[2024-05-26T17:59:39.644435304Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5970 <-> 10.10.1.1:6280 received in 20.02189662s
[2024-05-26T17:59:39.644444952Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5970 <-> 10.10.1.1:6280 app_conn: McMPQUICConnClient { received: 2461536356, stream_ids: {55}, recv_fin_ids: {55}, expected_streams: 1 }
[2024-05-26T17:59:39.644462084Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6060 <-> 10.10.1.1:6054 received in 20.02229139s
[2024-05-26T17:59:39.644472213Z INFO  quiche_apps::multicore_client] path 10.10.1.2:6060 <-> 10.10.1.1:6054 app_conn: McMPQUICConnClient { received: 2624323196, stream_ids: {39}, recv_fin_ids: {39}, expected_streams: 1 }
[2024-05-26T17:59:39.644581418Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6852 <-> 10.10.2.1:5268 received in 20.022084452s
[2024-05-26T17:59:39.644591507Z INFO  quiche_apps::multicore_client] path 10.10.2.2:6852 <-> 10.10.2.1:5268 app_conn: McMPQUICConnClient { received: 2473521880, stream_ids: {63}, recv_fin_ids: {63}, expected_streams: 1 }
[2024-05-26T17:59:39.646918900Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5340, peer: 10.10.2.1:6430, status: Success }
[2024-05-26T17:59:39.656980394Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5842, peer: 10.10.1.1:6192, status: Success }
[2024-05-26T17:59:39.667038021Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5609, peer: 10.10.1.1:5195, status: Success }
[2024-05-26T17:59:39.677095668Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5415, peer: 10.10.2.1:6114, status: Success }
[2024-05-26T17:59:39.687172821Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:4644, peer: 10.10.1.1:4887, status: Success }
[2024-05-26T17:59:39.697229686Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6039, peer: 10.10.2.1:6914, status: Success }
[2024-05-26T17:59:39.707287142Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6602, peer: 10.10.2.1:6090, status: Success }
[2024-05-26T17:59:39.717343647Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5191, peer: 10.10.2.1:6257, status: Success }
[2024-05-26T17:59:39.727400231Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5858, peer: 10.10.2.1:5330, status: Success }
[2024-05-26T17:59:39.737457417Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:4457, peer: 10.10.1.1:6405, status: Success }
[2024-05-26T17:59:39.747514874Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6903, peer: 10.10.2.1:6579, status: Success }
[2024-05-26T17:59:39.757571739Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5583, peer: 10.10.1.1:5576, status: Success }
[2024-05-26T17:59:39.767628523Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5970, peer: 10.10.1.1:6280, status: Success }
[2024-05-26T17:59:39.777685508Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:6060, peer: 10.10.1.1:6054, status: Success }
[2024-05-26T17:59:39.787742183Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:6852, peer: 10.10.2.1:5268, status: Success }
[2024-05-26T17:59:39.807873226Z INFO  quiche_apps::multicore_client] connection closed, [local_addr=10.10.1.2:5632 peer_addr=10.10.1.1:4433 validation_state=Validated state=Active recv=2010527 sent=18128 lost=0 lost_spurious=0 retrans=0 rtt=112.343µs min_rtt=Some(79.049µs) rttvar=14.273µs rtt_update=9646 cwnd=13500 sent_bytes=1085955 recv_bytes=2710880053 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=29658, local_addr=10.10.1.2:5842 peer_addr=10.10.1.1:6192 validation_state=Validated state=Active recv=1972654 sent=17979 lost=0 lost_spurious=0 retrans=0 rtt=104.421µs min_rtt=Some(73.878µs) rttvar=21.524µs rtt_update=9452 cwnd=13500 sent_bytes=1074121 recv_bytes=2659757569 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=32145, local_addr=10.10.2.2:5191 peer_addr=10.10.2.1:6257 validation_state=Validated state=Active recv=1811656 sent=15513 lost=0 lost_spurious=0 retrans=0 rtt=105.323µs min_rtt=Some(80.501µs) rttvar=9.805µs rtt_update=8656 cwnd=13500 sent_bytes=932401 recv_bytes=2442433099 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=663917, local_addr=10.10.2.2:5340 peer_addr=10.10.2.1:6430 validation_state=Validated state=Active recv=2033864 sent=17708 lost=0 lost_spurious=0 retrans=0 rtt=101.798µs min_rtt=Some(80.811µs) rttvar=9.062µs rtt_update=9756 cwnd=13500 sent_bytes=1066379 recv_bytes=2742380496 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=33732, local_addr=10.10.2.2:5415 peer_addr=10.10.2.1:6114 validation_state=Validated state=Active recv=2150120 sent=28981 lost=0 lost_spurious=0 retrans=0 rtt=91.94µs min_rtt=Some(68.608µs) rttvar=12.23µs rtt_update=15541 cwnd=1057050 sent_bytes=1727528 recv_bytes=2899410725 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=36473, local_addr=10.10.1.2:4644 peer_addr=10.10.1.1:4887 validation_state=Validated state=Active recv=2243825 sent=20826 lost=0 lost_spurious=0 retrans=0 rtt=96.027µs min_rtt=Some(72.296µs) rttvar=8.494µs rtt_update=10801 cwnd=749250 sent_bytes=1246156 recv_bytes=3025795312 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=34867, local_addr=10.10.1.2:5609 peer_addr=10.10.1.1:5195 validation_state=Validated state=Active recv=1924256 sent=17890 lost=0 lost_spurious=0 retrans=0 rtt=99.221µs min_rtt=Some(69.27µs) rttvar=7.424µs rtt_update=9212 cwnd=13500 sent_bytes=1064806 recv_bytes=2594429059 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=36078, local_addr=10.10.2.2:6602 peer_addr=10.10.2.1:6090 validation_state=Validated state=Active recv=1840905 sent=16347 lost=0 lost_spurious=0 retrans=0 rtt=124.164µs min_rtt=Some(70.763µs) rttvar=44.135µs rtt_update=8808 cwnd=608850 sent_bytes=977692 recv_bytes=2481916493 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=63310, local_addr=10.10.1.2:6060 peer_addr=10.10.1.1:6054 validation_state=Validated state=Active recv=2021929 sent=18424 lost=0 lost_spurious=0 retrans=0 rtt=93.695µs min_rtt=Some(74.419µs) rttvar=6.8µs rtt_update=9699 cwnd=13500 sent_bytes=1101735 recv_bytes=2726271374 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=78261, local_addr=10.10.2.2:6039 peer_addr=10.10.2.1:6914 validation_state=Validated state=Active recv=1845096 sent=16091 lost=0 lost_spurious=0 retrans=0 rtt=105.017µs min_rtt=Some(78.016µs) rttvar=22.249µs rtt_update=8821 cwnd=13500 sent_bytes=965446 recv_bytes=2487574386 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=34048, local_addr=10.10.1.2:4457 peer_addr=10.10.1.1:6405 validation_state=Validated state=Active recv=1869665 sent=16317 lost=0 lost_spurious=0 retrans=0 rtt=112.828µs min_rtt=Some(81.613µs) rttvar=15.406µs rtt_update=8947 cwnd=618300 sent_bytes=979394 recv_bytes=2520735717 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=82079, local_addr=10.10.2.2:6903 peer_addr=10.10.2.1:6579 validation_state=Validated state=Active recv=1830978 sent=30786 lost=0 lost_spurious=0 retrans=0 rtt=80.665µs min_rtt=Some(65.753µs) rttvar=5.656µs rtt_update=17445 cwnd=13500 sent_bytes=1857502 recv_bytes=2468691990 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=97874, local_addr=10.10.1.2:5970 peer_addr=10.10.1.1:6280 validation_state=Validated state=Active recv=1896492 sent=17152 lost=0 lost_spurious=0 retrans=0 rtt=99.306µs min_rtt=Some(70.352µs) rttvar=5.504µs rtt_update=9080 cwnd=627750 sent_bytes=1024285 recv_bytes=2556949225 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=85507, local_addr=10.10.1.2:5583 peer_addr=10.10.1.1:5576 validation_state=Validated state=Active recv=1895167 sent=16823 lost=0 lost_spurious=0 retrans=0 rtt=97.8µs min_rtt=Some(76.864µs) rttvar=11.932µs rtt_update=9069 cwnd=13500 sent_bytes=1007496 recv_bytes=2555162339 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=76782, local_addr=10.10.2.2:5858 peer_addr=10.10.2.1:5330 validation_state=Validated state=Active recv=1612845 sent=26602 lost=0 lost_spurious=0 retrans=0 rtt=97.357µs min_rtt=Some(69.951µs) rttvar=24.391µs rtt_update=15275 cwnd=13500 sent_bytes=1600621 recv_bytes=2174221675 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=105190, local_addr=10.10.2.2:6852 peer_addr=10.10.2.1:5268 validation_state=Validated state=Active recv=1905726 sent=17177 lost=0 lost_spurious=0 retrans=0 rtt=98.446µs min_rtt=Some(73.688µs) rttvar=15.899µs rtt_update=9126 cwnd=630450 sent_bytes=1026526 recv_bytes=2569414521 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=97179]
