[2024-05-23T10:42:55.165685992Z INFO  quiche_apps::multicore_client] connecting to 10.10.1.1:4433 from 10.10.1.2:5212
[2024-05-23T10:42:55.186184993Z INFO  quiche_apps::multicore_client] Path (10.10.1.2:5980, 10.10.1.1:4640) is now validated
[2024-05-23T10:42:55.186248362Z INFO  quiche_apps::multicore_client] Path (10.10.2.2:5279, 10.10.2.1:5887) is now validated
[2024-05-23T10:43:15.178646310Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5212 <-> 10.10.1.1:4433 received in 20.012756636s
[2024-05-23T10:43:15.178672479Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5212 <-> 10.10.1.1:4433 app_conn: McMPQUICConnClient { received: 7179082668, stream_ids: {3}, recv_fin_ids: {3}, expected_streams: 1 }
[2024-05-23T10:43:15.186516910Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5279 <-> 10.10.2.1:5887 received in 20.020824245s
[2024-05-23T10:43:15.186544732Z INFO  quiche_apps::multicore_client] path 10.10.2.2:5279 <-> 10.10.2.1:5887 app_conn: McMPQUICConnClient { received: 5743066218, stream_ids: {11}, recv_fin_ids: {11}, expected_streams: 1 }
[2024-05-23T10:43:15.186891983Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5980 <-> 10.10.1.1:4640 received in 20.021202695s
[2024-05-23T10:43:15.186915838Z INFO  quiche_apps::multicore_client] path 10.10.1.2:5980 <-> 10.10.1.1:4640 app_conn: McMPQUICConnClient { received: 7098692256, stream_ids: {7}, recv_fin_ids: {7}, expected_streams: 1 }
[2024-05-23T10:43:15.188740439Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.2.2:5279, peer: 10.10.2.1:5887, status: Success }
[2024-05-23T10:43:15.198800584Z INFO  quiche_apps::common] received message MulticorePathDoneInfo { local: 10.10.1.2:5980, peer: 10.10.1.1:4640, status: Success }
[2024-05-23T10:43:15.218925914Z INFO  quiche_apps::multicore_client] connection closed, [local_addr=10.10.1.2:5212 peer_addr=10.10.1.1:4433 validation_state=Validated state=Active recv=5531673 sent=54903 lost=0 lost_spurious=0 retrans=0 rtt=91.874µs min_rtt=Some(71.444µs) rttvar=6.186µs rtt_update=27212 cwnd=13500 sent_bytes=3313221 recv_bytes=7463925830 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=97199, local_addr=10.10.1.2:5980 peer_addr=10.10.1.1:4640 validation_state=Validated state=Active recv=5469728 sent=55034 lost=0 lost_spurious=0 retrans=0 rtt=90.592µs min_rtt=Some(73.839µs) rttvar=5.194µs rtt_update=26795 cwnd=13500 sent_bytes=3310839 recv_bytes=7380304106 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=98047, local_addr=10.10.2.2:5279 peer_addr=10.10.2.1:5887 validation_state=Validated state=Active recv=4425134 sent=87659 lost=0 lost_spurious=0 retrans=0 rtt=62.278µs min_rtt=Some(55.614µs) rttvar=8.447µs rtt_update=43121 cwnd=13500 sent_bytes=5293611 recv_bytes=5970703456 lost_bytes=0 stream_retrans_bytes=0 pmtu=1350 delivery_rate=167896]
